"","Rsq_n","Rsq_nlogn"
"1",0.961196305326553,0.958190235559139
"2",0.960813643694683,0.96013211585756
"3",0.958263638251396,0.958212045054425
"4",0.959027809278126,0.95803527844637
"5",0.962123875981804,0.956627181986223
"6",0.958896517543626,0.957851770553827
"7",0.961292842190149,0.957202106151054
"8",0.96000734855984,0.95907646487762
"9",0.960569537573014,0.957708147234559
"10",0.961807973362492,0.956692337385044
"11",0.95988518474759,0.958121400216428
"12",0.959701132392869,0.957340304168474
"13",0.960045961369754,0.95653734457406
"14",0.960253439110447,0.95600949780079
"15",0.95934194697276,0.959679767641337
"16",0.958603674471064,0.958532740426323
"17",0.958907113104693,0.957236988404213
"18",0.958075064631535,0.957876093380413
"19",0.959886968413131,0.958040633626037
"20",0.96051037115114,0.956025012101157
"21",0.959744266500876,0.956694664236404
"22",0.961881955506582,0.958196275602072
"23",0.96094003968644,0.959934203790494
"24",0.960648460628712,0.957547131389082
"25",0.960031268383882,0.95846472401405
"26",0.959909461641805,0.958044324790427
"27",0.958823938656722,0.957567835500335
"28",0.959854022835087,0.957538443412066
"29",0.961344227169462,0.958124568496989
"30",0.960590757421848,0.958452009679241
"31",0.960388373183158,0.959389131672694
"32",0.960864819777326,0.957702921685035
"33",0.96117614614971,0.956689824218142
"34",0.961641212621515,0.957604259665872
"35",0.959801979370209,0.959125319869344
"36",0.959621846551519,0.958594757131821
"37",0.958820133376162,0.958551683695403
"38",0.961552137324237,0.959120311408907
"39",0.960810033565369,0.957360064991645
"40",0.959212147663763,0.956749983300595
"41",0.959999675895074,0.959347908216739
"42",0.959592284822739,0.960016040430576
"43",0.961405805235389,0.958001919904372
"44",0.959482961138168,0.95873611096584
"45",0.960726945383099,0.959042678917336
"46",0.960358853228449,0.957319703470432
"47",0.959624105471506,0.957902052187865
"48",0.961084973367756,0.95764112326392
"49",0.960167834428304,0.958293634948961
"50",0.959345786234149,0.959494560235592
"51",0.961322073900895,0.957686671950983
"52",0.96022589138947,0.956036289996107
"53",0.960113827419454,0.958850458088337
"54",0.959312328755433,0.958317934007473
"55",0.959693800463667,0.958089901633363
"56",0.961905649597568,0.958541395885075
"57",0.960238605330008,0.957113457880456
"58",0.959755341539248,0.959378325678334
"59",0.960034144975551,0.957173074713548
"60",0.9606500486411,0.957201087126512
"61",0.958672148047746,0.959545303201576
"62",0.960292391406479,0.955939247358971
"63",0.960693902806205,0.957061778959957
"64",0.959683189963709,0.957415914865151
"65",0.958977977035606,0.958344754866653
"66",0.959798537810117,0.955542968126018
"67",0.961160721140554,0.95794894878362
"68",0.961260123281042,0.957580559186073
"69",0.961294653889,0.959876022149468
"70",0.960511196685019,0.958762691370818
"71",0.960385254016281,0.95883002444023
"72",0.960588193499457,0.957603417574568
"73",0.960162921981109,0.960314816347181
"74",0.960301901334151,0.955654161350574
"75",0.958831581775399,0.957938875151065
"76",0.96026595875191,0.958080308987985
"77",0.961689082026204,0.957864444276967
"78",0.958718737744494,0.958729296946677
"79",0.961944748234328,0.958027314983657
"80",0.960050564940977,0.958111154658362
"81",0.960591359258886,0.958437535144662
"82",0.959470031866488,0.956800193962473
"83",0.961066194832311,0.958867597115843
"84",0.960750222649056,0.957972791353568
"85",0.960825889424211,0.955841475687129
"86",0.959705504829508,0.956915911188789
"87",0.960674565913318,0.958138689483128
"88",0.961246453292685,0.957294211527866
"89",0.961035359141788,0.957865650704384
"90",0.961234239117318,0.959898249300637
"91",0.960718355683206,0.95880337157453
"92",0.958750868774383,0.958838019803934
"93",0.959448028557928,0.956904174018276
"94",0.960400398813977,0.957330603166535
"95",0.960475055222543,0.956670795804805
"96",0.960020844828306,0.95983263419983
"97",0.959595008203456,0.95481901078252
"98",0.958656186622123,0.957602012667355
"99",0.961016767171322,0.957899842538774
"100",0.961197551897674,0.956732132004058
"101",0.959754160700626,0.957600703068201
"102",0.959066665791162,0.955329583151426
"103",0.959654779113913,0.958977918858539
"104",0.959427904512038,0.958909096228963
"105",0.958097123866433,0.958562988121536
"106",0.959570588331204,0.958304770427376
"107",0.96098674748486,0.957390413672615
"108",0.95811339719232,0.95681766755063
"109",0.959549292479193,0.959000134520906
"110",0.961408225556841,0.956604166434377
"111",0.960132445041681,0.958589753303839
"112",0.961407138581697,0.957743406235818
"113",0.960565024226232,0.958082534445995
"114",0.959706555566641,0.956345996604146
"115",0.96011869851308,0.958595194025529
"116",0.959308660507695,0.958220119939155
"117",0.958145767053423,0.958931208640651
"118",0.960419258713071,0.95723782933026
"119",0.960696545143055,0.957075003624726
"120",0.958926441512277,0.959654673739789
"121",0.959832683209433,0.959083031345389
"122",0.958774634759056,0.959102513938661
"123",0.960430520924698,0.959148321829388
"124",0.960756909680142,0.957057136160238
"125",0.960022488467596,0.957907170764078
"126",0.960153412693547,0.958420526883275
"127",0.960892119226444,0.957770591185983
"128",0.959648968449158,0.957229010209588
"129",0.961456503867237,0.958235039090053
"130",0.959457924848793,0.95791671482493
"131",0.96000326866093,0.959332506509006
"132",0.960354666578541,0.957411150807056
"133",0.960197890702484,0.959114133963618
"134",0.959164410851867,0.959786918522784
"135",0.958381289100987,0.958388591022302
"136",0.958929879186264,0.958917114822684
"137",0.958565739718266,0.958206781536756
"138",0.959078722693387,0.958374262871757
"139",0.958539678122369,0.957831594517286
"140",0.958589481849606,0.958119981382413
"141",0.961312610455818,0.958507342101015
"142",0.960155877071013,0.958578796152309
"143",0.961369588151212,0.957370190982712
"144",0.96005662917828,0.956427009763253
"145",0.960783532116063,0.958111468117311
"146",0.959635118029327,0.958486833789366
"147",0.958917353917289,0.959063499921111
"148",0.95898176454679,0.95782601028503
"149",0.960595181014797,0.960351457979261
"150",0.960329129781532,0.957324183134037
"151",0.960528170151659,0.959551021171428
"152",0.960142993181503,0.957705615381878
"153",0.959668808347227,0.957526090919342
"154",0.960181056288568,0.957225788228387
"155",0.959217878225952,0.958773229516794
"156",0.958185851936146,0.957854777135005
"157",0.960262703521525,0.958030431446932
"158",0.961249311244964,0.955268204637894
"159",0.958886860929902,0.957393263974929
"160",0.960739989375602,0.957007928477179
"161",0.961751399973735,0.955732278155867
"162",0.961255446041313,0.956774056267602
"163",0.960422679209348,0.957657747979291
"164",0.959645134907906,0.958052104374743
"165",0.960197443254649,0.959010392446942
"166",0.95920376928339,0.955432705788233
"167",0.960005303202552,0.959074193689518
"168",0.960246126173475,0.95777589202059
"169",0.959220426380995,0.957543272913868
"170",0.95953956397171,0.959641803089094
"171",0.960667511407573,0.959514591654762
"172",0.960610858387276,0.957416904431559
"173",0.962029219316191,0.957786124800014
"174",0.960436318776672,0.957561862452757
"175",0.961913237439084,0.958474323438165
"176",0.960215087408376,0.95785804917897
"177",0.961075398872235,0.95764469681216
"178",0.959800884461299,0.959160932143229
"179",0.960890406881731,0.959068324667004
"180",0.960544408664936,0.955411122935155
"181",0.958971698382329,0.95757522169275
"182",0.960722777285575,0.959020154954747
"183",0.961310602241707,0.957633181728966
"184",0.959411018060799,0.95799936828183
"185",0.960365700748097,0.957587979683203
"186",0.95964954025128,0.958885869300906
"187",0.959605912684002,0.958056305144996
"188",0.961057311197462,0.958857141608223
"189",0.959275164357191,0.956830475211545
"190",0.959673051092376,0.959539025668178
"191",0.959240714704377,0.957724491418177
"192",0.959651721702741,0.958947619624388
"193",0.95966470590323,0.958296520350136
"194",0.95935131780494,0.957149601947464
"195",0.959536969691889,0.95748984384473
"196",0.959233883076336,0.957034671074475
"197",0.959061919811826,0.958161628535252
"198",0.958487345279482,0.95661099540406
"199",0.96149568452795,0.956811835110852
"200",0.959642766121208,0.957144741793531
"201",0.958554928937125,0.957200909623977
"202",0.960812280954283,0.957171140327285
"203",0.960295674325602,0.956589543608577
"204",0.959291630535145,0.958487608014918
"205",0.95943676726178,0.95709303041397
"206",0.960869300090946,0.957795835218458
"207",0.960842263316709,0.957503606219439
"208",0.960413558873875,0.957478519878736
"209",0.960849319828304,0.958072230899348
"210",0.959417741847535,0.957435991592515
"211",0.959157869716567,0.958101151605582
"212",0.962297441775611,0.957858369668459
"213",0.959133418883249,0.957705227092252
"214",0.958395313256439,0.957383440412854
"215",0.95897704616461,0.958997578816959
"216",0.961472764998737,0.959432336165478
"217",0.960647269051734,0.956684767947101
"218",0.961141984858567,0.957744547755737
"219",0.960122678633392,0.955425207211212
"220",0.960666704459153,0.958120882298844
"221",0.960500765363405,0.958995156621327
"222",0.959847720388154,0.957834337071198
"223",0.961889949974527,0.959553414489125
"224",0.959969031624117,0.958278458770508
"225",0.95969128994446,0.958466350926329
"226",0.959032108492507,0.956754168744587
"227",0.960739116791187,0.960309629232482
"228",0.96097719250359,0.957328782166416
"229",0.96209122641368,0.957972509616685
"230",0.960555489035608,0.95727643202834
"231",0.959681032680855,0.958369744133925
"232",0.959860705635815,0.957486454681586
"233",0.95942596493313,0.959321011144338
"234",0.959292300330214,0.958547891026359
"235",0.960661654053594,0.958715063031031
"236",0.961078870247414,0.956678943844522
"237",0.958792631538216,0.958063158335452
"238",0.959656648118649,0.958320501491799
"239",0.96098881145024,0.957686134759369
"240",0.960887977024205,0.958247444795882
"241",0.961856952044787,0.957986936922925
"242",0.958936957133581,0.955979226283443
