"","n","time_order_statistic_min","time_order_statistic_med","time_order_statistic_max"
"335",3350000,0.0480000000003201,0.0759999999994761,0.0379999999997381
"336",3360000,0.0439999999995052,0.0720000000001164,0.0339999999996508
"337",3370000,0.0540000000000873,0.0700000000004366,0.0419999999998254
"338",3380000,0.0340000000003784,0.0740000000005239,0.0380000000004657
"339",3390000,0.0600000000005821,0.0739999999997963,0.0480000000003201
"340",3400000,0.05,0.0819999999999709,0.0480000000003201
"341",3410000,0.0439999999995052,0.0700000000004366,0.0480000000003201
"342",3420000,0.0620000000002619,0.0720000000001164,0.0419999999998254
"343",3430000,0.0379999999997381,0.069999999999709,0.0439999999995052
"344",3440000,0.0520000000004075,0.0759999999994761,0.0379999999997381
"345",3450000,0.0440000000002328,0.080000000000291,0.0419999999998254
"346",3460000,0.0319999999999709,0.0660000000003493,0.0439999999995052
"347",3470000,0.0480000000003201,0.0819999999999709,0.0520000000004075
"348",3480000,0.0619999999995343,0.0879999999997381,0.05
"349",3490000,0.0540000000000873,0.0819999999999709,0.0419999999998254
"350",3500000,0.0540000000000873,0.0779999999998836,0.0440000000002328
"351",3510000,0.0440000000002328,0.0879999999997381,0.0340000000003784
"352",3520000,0.0560000000004948,0.0740000000005239,0.0339999999996508
"353",3530000,0.0559999999997672,0.0819999999999709,0.05
"354",3540000,0.0439999999995052,0.0720000000001164,0.0400000000001455
"355",3550000,0.0540000000000873,0.0780000000006112,0.0440000000002328
"356",3560000,0.0559999999997672,0.0840000000003784,0.0439999999995052
"357",3570000,0.0419999999998254,0.0739999999997963,0.05
"358",3580000,0.05,0.0839999999996508,0.0479999999995925
"359",3590000,0.0460000000006403,0.0739999999997963,0.05
"360",3600000,0.0400000000001455,0.0779999999998836,0.0419999999998254
"361",3610000,0.0419999999998254,0.0760000000002037,0.0340000000003784
"362",3620000,0.0540000000000873,0.0720000000001164,0.0599999999998545
"363",3630000,0.0720000000001164,0.0900000000001455,0.0339999999996508
"364",3640000,0.0520000000004075,0.0819999999999709,0.0360000000000582
"365",3650000,0.0479999999995925,0.0940000000002328,0.0520000000004075
"366",3660000,0.0620000000002619,0.0879999999997381,0.05
"367",3670000,0.05,0.0959999999999127,0.0440000000002328
"368",3680000,0.0400000000001455,0.0900000000001455,0.05
"369",3690000,0.0400000000001455,0.0840000000003784,0.0559999999997672
"370",3700000,0.0559999999997672,0.0660000000003493,0.0419999999998254
"371",3710000,0.0319999999999709,0.0840000000003784,0.0459999999999127
"372",3720000,0.05,0.0879999999997381,0.0480000000003201
"373",3730000,0.0419999999998254,0.0779999999998836,0.0419999999998254
"374",3740000,0.05,0.0940000000002328,0.0419999999998254
"375",3750000,0.0580000000001746,0.0840000000003784,0.05
"376",3760000,0.0459999999999127,0.0680000000000291,0.0459999999999127
"377",3770000,0.0480000000003201,0.0759999999994761,0.0459999999999127
"378",3780000,0.0340000000003784,0.0739999999997963,0.0459999999999127
"379",3790000,0.0539999999993597,0.080000000000291,0.0439999999995052
"380",3800000,0.0360000000000582,0.0839999999996508,0.0560000000004948
"381",3810000,0.0400000000001455,0.0839999999996508,0.05
"382",3820000,0.05,0.0819999999999709,0.0400000000001455
"383",3830000,0.0540000000000873,0.0720000000001164,0.0540000000000873
"384",3840000,0.0439999999995052,0.0840000000003784,0.0400000000001455
"385",3850000,0.0440000000002328,0.0840000000003784,0.0639999999999418
"386",3860000,0.0319999999999709,0.1,0.0519999999996799
"387",3870000,0.0620000000002619,0.0819999999999709,0.05
"388",3880000,0.0540000000000873,0.0919999999998254,0.0479999999995925
"389",3890000,0.0560000000004948,0.0919999999998254,0.0479999999995925
"390",3900000,0.0440000000002328,0.0880000000004657,0.0540000000000873
"391",3910000,0.0459999999999127,0.0779999999998836,0.0459999999999127
"392",3920000,0.05,0.0900000000001455,0.0580000000001746
"393",3930000,0.0639999999999418,0.0840000000003784,0.0519999999996799
"394",3940000,0.0360000000000582,0.0900000000001455,0.0279999999998836
"395",3950000,0.0560000000004948,0.0799999999995634,0.0459999999999127
"396",3960000,0.0540000000000873,0.0819999999999709,0.0340000000003784
"397",3970000,0.0720000000001164,0.0900000000001455,0.0400000000001455
"398",3980000,0.0660000000003493,0.0860000000000582,0.0520000000004075
"399",3990000,0.0720000000001164,0.0700000000004366,0.0459999999999127
"400",4e+06,0.0459999999999127,0.0939999999995052,0.0659999999996217
"401",4010000,0.05,0.0900000000001455,0.0440000000002328
"402",4020000,0.0220000000001164,0.0879999999997381,0.0519999999996799
"403",4030000,0.0459999999999127,0.0840000000003784,0.0639999999999418
"404",4040000,0.0519999999996799,0.0819999999999709,0.0340000000003784
"405",4050000,0.0779999999998836,0.0799999999995634,0.05
"406",4060000,0.0660000000003493,0.0860000000000582,0.0339999999996508
"407",4070000,0.0540000000000873,0.1,0.0439999999995052
"408",4080000,0.05,0.0819999999999709,0.0559999999997672
"409",4090000,0.05,0.0919999999998254,0.0519999999996799
"410",4100000,0.0400000000001455,0.0980000000003201,0.05
"411",4110000,0.05,0.0879999999997381,0.0399999999994179
"412",4120000,0.05,0.0900000000001455,0.0720000000001164
"413",4130000,0.0760000000002037,0.10199999999968,0.0439999999995052
"414",4140000,0.0440000000002328,0.10399999999936,0.0440000000002328
